City,Wealth Index,No of Hospitals,No of Schools,No of Banks,Cell Phone Facility,Water Resources,Agricultural Lands,Unemployed,No of Govt Officials,No of HIV Patients,Educational Levels,Transport Facilities,Highways,Air Port Facilities,Railway Facilities
Pune,4,1939,11389,2325,No,Scarce,9977,6416,3814,284,Low,Moderate,9,No,No
Chennai,7,413,12810,2097,Yes,Scarce,3649,7996,2050,320,Low,Moderate,2,Yes,No
Delhi,1,1245,11926,3295,Yes,Sufficient,8007,7665,3008,373,High,Moderate,2,No,No
Hyderabad,1,821,43040,5250,Yes,Scarce,2331,3933,1798,123,Low,Good,1,No,No
Jaipur,9,1408,26259,5606,No,Sufficient,4672,4566,1559,954,High,Poor,4,Yes,No
Ahmedabad,2,1492,35934,3564,No,Sufficient,2719,9117,3813,838,Medium,Moderate,6,Yes,Yes
Hyderabad,7,1706,42008,9011,No,Scarce,6577,9975,4658,151,Medium,Poor,10,No,Yes
Mumbai,1,1198,18810,8163,Yes,Scarce,8311,3153,662,825,High,Moderate,8,Yes,No
Hyderabad,6,1511,21527,3419,Yes,Sufficient,2055,6699,1816,891,Low,Moderate,4,Yes,No
Hyderabad,8,1186,26088,4737,Yes,Scarce,6799,9013,733,879,Medium,Moderate,3,No,No
Surat,1,1540,12791,1938,No,Sufficient,2692,6406,3722,818,High,Moderate,8,Yes,No
Hyderabad,0,1623,17001,9870,Yes,Sufficient,6262,4101,2259,760,High,Poor,4,Yes,No
Jaipur,8,1895,10728,5130,Yes,Scarce,6321,4407,1447,248,Medium,Good,5,Yes,No
Pune,5,1359,17803,5879,Yes,Scarce,9752,8056,3942,573,Low,Good,1,Yes,No
Hyderabad,2,1252,28384,6289,No,Scarce,3815,9608,4648,112,Medium,Good,5,Yes,No
Ahmedabad,8,866,37226,7967,Yes,Sufficient,1226,6217,1085,218,Medium,Poor,7,Yes,Yes
Jaipur,7,1559,8915,7983,Yes,Sufficient,5755,3520,799,482,Low,Moderate,5,No,Yes
Kolkata,6,1221,25119,7989,No,Sufficient,8894,6867,4603,869,Medium,Good,6,No,Yes
Bangalore,0,612,32105,7427,Yes,Scarce,5814,5984,3239,359,Low,Poor,1,No,No
Bangalore,2,1403,37339,2763,Yes,Sufficient,8265,5153,2652,800,High,Good,5,Yes,No
Bangalore,9,1186,4649,1271,Yes,Scarce,8452,5703,3989,493,Low,Poor,10,No,Yes
Ahmedabad,2,570,34080,8773,Yes,Sufficient,3267,3180,3583,242,Low,Poor,1,No,Yes
Hyderabad,10,355,49610,5013,No,Scarce,3864,1893,2882,517,Low,Poor,6,Yes,Yes
Mumbai,4,1051,12365,3148,No,Scarce,7267,5461,3535,178,Medium,Good,10,Yes,Yes
Ahmedabad,6,333,18341,4847,No,Scarce,8007,6566,757,625,High,Moderate,8,Yes,No
Hyderabad,10,1270,20148,1652,No,Sufficient,3597,7979,1344,481,Medium,Good,6,No,Yes
Hyderabad,0,1917,28793,8846,Yes,Scarce,3765,1910,729,942,High,Poor,3,Yes,No
Bangalore,2,109,28047,9247,No,Sufficient,1064,7584,3446,892,Low,Moderate,5,No,No
Kolkata,7,1386,34923,1089,Yes,Scarce,4883,4135,3879,675,Low,Poor,7,No,Yes
Ahmedabad,7,584,14132,1041,No,Scarce,2678,7945,1012,636,High,Moderate,1,No,No
Kolkata,8,1138,29401,5196,Yes,Sufficient,3435,7912,4585,867,High,Good,9,No,Yes
Mumbai,9,955,1959,6135,No,Scarce,5148,4338,1631,366,High,Moderate,8,No,Yes
Jaipur,4,127,11022,8319,No,Scarce,1840,9254,3396,868,High,Poor,6,Yes,Yes
Hyderabad,0,945,28631,3535,Yes,Sufficient,8480,7742,1160,106,High,Moderate,6,Yes,No
Mumbai,8,506,37407,9949,No,Sufficient,2703,9232,2374,353,Medium,Poor,8,No,No
Jaipur,10,1612,36093,9022,Yes,Sufficient,6122,3695,1387,275,Medium,Good,7,Yes,No
Delhi,3,597,43506,6886,Yes,Scarce,1066,5978,3485,333,Medium,Moderate,6,Yes,Yes
Ahmedabad,0,1517,28235,6331,No,Scarce,7121,7525,4891,810,Low,Poor,7,Yes,No
Mumbai,3,889,35661,9987,No,Scarce,8834,3974,3043,590,Medium,Good,6,No,No
Hyderabad,10,1094,16364,9542,No,Sufficient,9270,6109,3619,366,High,Moderate,1,Yes,No
Ahmedabad,9,1703,12068,1242,No,Scarce,1405,6671,2700,554,High,Moderate,1,Yes,No
Chennai,6,111,12998,7990,Yes,Sufficient,4024,2087,2712,757,Medium,Good,7,No,Yes
Delhi,9,616,29043,2244,No,Scarce,4418,6958,4628,977,High,Moderate,7,Yes,No
Pune,0,1157,43341,5395,No,Scarce,4760,5448,4899,315,Low,Good,10,Yes,Yes
Chennai,4,1282,29759,4343,No,Scarce,2766,7076,985,570,High,Moderate,3,Yes,No
Chennai,9,1628,37058,1015,Yes,Sufficient,4455,3414,3493,861,Medium,Good,3,Yes,No
Pune,5,925,27204,5572,No,Sufficient,5749,6532,3368,715,Medium,Moderate,9,Yes,No
Kolkata,4,247,11962,7508,Yes,Scarce,3108,7179,886,550,Medium,Good,1,Yes,No
Pune,6,127,42280,8746,No,Sufficient,8506,5614,2773,758,Medium,Good,6,No,No
Pune,5,1049,13259,9271,Yes,Scarce,5403,6289,863,147,Medium,Moderate,5,Yes,Yes
Jaipur,8,1772,28645,9672,No,Scarce,7923,5291,3598,448,Low,Good,7,No,No
Mumbai,3,1664,39401,9103,No,Sufficient,5539,6854,2078,375,High,Good,4,Yes,Yes
Pune,5,387,24558,7342,No,Scarce,4202,9889,3359,926,Low,Good,5,No,No
Hyderabad,3,1434,17996,1727,No,Scarce,2688,7351,2922,185,Medium,Poor,2,No,No
Pune,1,1470,34255,8000,No,Sufficient,1510,6745,1315,764,High,Poor,10,Yes,Yes
Jaipur,4,1346,49304,4742,Yes,Scarce,9637,5072,3047,904,Medium,Poor,10,Yes,No
Ahmedabad,5,789,46269,5986,Yes,Sufficient,1638,5782,2970,850,Low,Moderate,5,No,Yes
Kolkata,10,1564,35312,6451,No,Scarce,4319,7772,1392,809,Low,Good,10,Yes,Yes
Mumbai,7,1859,5694,5373,No,Sufficient,3025,3831,4817,232,High,Good,6,Yes,No
Ahmedabad,6,1884,43757,5761,No,Sufficient,8108,6046,2383,891,High,Moderate,8,Yes,No
Jaipur,5,237,10467,3751,Yes,Sufficient,2764,9439,2692,843,Medium,Moderate,5,Yes,Yes
Delhi,5,1033,10010,4382,Yes,Sufficient,4964,6184,2528,703,High,Moderate,9,No,No
Ahmedabad,2,618,48455,8663,No,Sufficient,9861,5147,3264,422,Medium,Good,2,Yes,Yes
Hyderabad,5,492,30845,9764,No,Sufficient,3865,9656,2753,724,Medium,Poor,3,No,No
Pune,8,1630,25151,4394,No,Sufficient,8112,8015,718,441,High,Poor,6,Yes,Yes
Hyderabad,3,476,8999,2114,Yes,Sufficient,9557,6137,2852,675,Low,Poor,8,No,No
Kolkata,1,1395,29949,9295,Yes,Sufficient,5756,2171,4348,751,Medium,Good,6,Yes,Yes
Pune,5,1760,36859,3688,No,Sufficient,7601,9103,2908,117,High,Poor,6,Yes,Yes
Surat,8,308,29792,7927,Yes,Scarce,6605,5646,2884,153,Medium,Moderate,7,No,Yes
Pune,9,1247,17755,4711,No,Scarce,6384,9476,1586,626,High,Moderate,10,Yes,No
Bangalore,0,1118,5048,9818,Yes,Sufficient,7473,2878,3211,955,Low,Good,1,No,No
Chennai,3,1488,38204,7103,No,Sufficient,3597,1809,1512,948,Low,Poor,5,No,No
Delhi,1,1977,36512,4095,No,Sufficient,6680,9029,2215,930,High,Poor,9,Yes,Yes
Surat,1,781,36382,3301,No,Scarce,6633,6432,2180,279,High,Moderate,4,Yes,Yes
Surat,1,1576,37491,4890,No,Scarce,9716,3786,3428,948,High,Poor,1,Yes,No
Kolkata,9,1249,5983,6174,Yes,Scarce,1830,6264,4513,251,Medium,Moderate,3,Yes,No
Surat,5,906,31593,6664,No,Sufficient,6264,4068,2295,728,High,Poor,7,Yes,Yes
Kolkata,10,1320,25914,6528,Yes,Scarce,6657,4474,862,535,High,Moderate,1,No,Yes
Pune,3,590,41631,2393,No,Sufficient,2997,7195,4235,518,High,Poor,5,Yes,Yes
Chennai,7,1431,41683,8113,No,Sufficient,9857,6401,3294,639,Medium,Moderate,3,Yes,No
Jaipur,9,1719,19416,7289,Yes,Scarce,9468,7809,2327,142,Low,Good,5,Yes,No
Delhi,3,1315,10737,4019,No,Scarce,6671,9103,625,483,Low,Moderate,2,No,Yes
Delhi,0,1958,9514,2689,Yes,Scarce,2396,6327,583,650,Low,Moderate,8,Yes,Yes
Hyderabad,7,1918,43680,4089,Yes,Sufficient,8211,3784,4281,561,High,Good,7,No,No
Chennai,1,1089,29244,9197,No,Sufficient,8003,8331,1612,510,Medium,Good,3,Yes,Yes
Chennai,9,588,33578,2165,No,Scarce,1244,4518,2566,573,High,Poor,6,Yes,No
Kolkata,1,342,6634,7584,Yes,Sufficient,4054,2187,4383,406,High,Poor,2,No,No
Hyderabad,5,1373,15087,9012,No,Sufficient,5392,3803,3551,851,Low,Poor,6,Yes,No
Surat,2,1442,17636,9805,Yes,Sufficient,9829,7438,3884,399,Low,Moderate,6,Yes,Yes
Bangalore,6,153,11521,7402,No,Scarce,9585,6469,4879,544,Low,Moderate,6,Yes,No
Bangalore,4,350,39790,6776,Yes,Sufficient,6897,6096,2615,561,High,Moderate,5,No,Yes
Chennai,2,1879,12399,5451,Yes,Sufficient,6804,6847,887,756,Medium,Poor,9,Yes,No
Kolkata,2,665,48076,2849,Yes,Scarce,5671,5565,2878,819,Medium,Poor,5,No,No
Jaipur,6,1783,1350,6059,Yes,Sufficient,6516,8778,1441,609,Low,Moderate,3,No,Yes
Delhi,10,1336,9648,2849,Yes,Sufficient,3727,5781,1099,949,Medium,Good,10,No,No
Bangalore,8,2000,41132,7928,Yes,Scarce,8394,3572,2287,759,Low,Good,5,No,No
Ahmedabad,6,223,16127,2171,Yes,Sufficient,3685,9900,961,336,Low,Moderate,7,No,Yes
Jaipur,9,881,35475,5617,No,Scarce,5365,7211,1993,945,High,Poor,4,Yes,No
Jaipur,9,1485,7554,3631,No,Scarce,4238,8269,4045,443,Low,Good,7,No,Yes
Bangalore,1,1280,28414,6882,Yes,Sufficient,7999,9478,2505,547,Medium,Good,2,No,Yes
Delhi,6,1461,38274,9957,No,Sufficient,8502,9408,3056,841,High,Good,6,Yes,Yes
Mumbai,7,1565,36051,6354,No,Scarce,5415,4901,3908,847,Low,Poor,5,No,Yes
Kolkata,1,437,7075,6552,Yes,Sufficient,5497,8890,2912,232,High,Moderate,3,Yes,Yes
Mumbai,0,1335,49759,6584,No,Sufficient,5879,8371,2969,933,High,Poor,9,Yes,Yes
Surat,8,1589,15220,5545,Yes,Scarce,8167,9052,2150,307,Medium,Poor,2,No,No
Bangalore,4,1845,25497,4070,No,Scarce,6885,3587,3101,725,Low,Poor,8,Yes,Yes
Ahmedabad,9,805,18907,6840,Yes,Scarce,4599,9129,2177,275,Low,Poor,6,No,No
Kolkata,3,830,6324,8988,No,Sufficient,8862,7287,3201,151,Medium,Moderate,2,Yes,Yes
Mumbai,2,645,16309,2084,No,Scarce,8949,9037,3906,841,Medium,Moderate,7,No,Yes
Kolkata,1,945,16554,2451,Yes,Scarce,5431,8884,905,884,High,Poor,6,Yes,Yes
Kolkata,0,235,11615,8837,Yes,Scarce,4993,7222,3474,218,Low,Poor,10,Yes,Yes
Hyderabad,9,1787,34941,2927,No,Scarce,7551,3944,2147,222,Medium,Moderate,6,Yes,Yes
Jaipur,6,550,40586,5757,Yes,Sufficient,8987,4694,778,355,Medium,Good,2,Yes,Yes
Kolkata,6,844,33072,5785,Yes,Scarce,1295,7139,1499,596,High,Poor,7,No,No
Chennai,0,1569,40946,4647,Yes,Scarce,5918,1186,2096,890,Medium,Poor,5,Yes,No
Bangalore,8,1642,31921,8360,Yes,Sufficient,3048,8111,1525,547,Medium,Poor,4,No,No
Pune,10,1819,33186,3528,Yes,Scarce,3613,4582,911,735,High,Moderate,8,No,Yes
Delhi,3,861,21157,3975,Yes,Sufficient,1155,1859,821,495,Medium,Moderate,5,No,No
Pune,7,456,13815,2092,Yes,Scarce,7735,1010,3638,963,Medium,Good,5,No,Yes
Chennai,7,665,24228,5025,Yes,Scarce,3316,9485,3779,294,Medium,Good,6,Yes,No
Bangalore,6,255,42488,6521,Yes,Sufficient,5668,1042,3094,912,Medium,Good,3,Yes,Yes
Ahmedabad,6,814,12312,9727,No,Scarce,9568,5459,4672,581,Medium,Moderate,5,No,Yes
Delhi,9,708,48976,5047,Yes,Scarce,6789,4516,3281,360,High,Moderate,10,No,No
Hyderabad,7,666,22014,3504,No,Sufficient,9969,2469,2919,156,Medium,Poor,6,No,Yes
Pune,0,1490,20760,4190,Yes,Scarce,8272,6337,1947,637,Medium,Good,8,No,Yes
Bangalore,7,335,31394,8221,Yes,Scarce,8116,6266,4032,586,Medium,Moderate,10,Yes,Yes
Jaipur,6,1115,40789,2522,Yes,Sufficient,4774,1189,3485,602,High,Good,7,Yes,Yes
Jaipur,4,1837,41257,7067,Yes,Sufficient,5767,1657,4035,730,Medium,Moderate,2,No,Yes
Delhi,6,1757,37035,8797,Yes,Scarce,8348,4907,994,202,High,Moderate,10,No,No
Pune,2,1327,7872,6250,No,Sufficient,9383,5976,3077,692,Medium,Poor,5,Yes,No
Mumbai,0,1701,43510,2714,No,Sufficient,8076,6428,4991,259,Medium,Moderate,6,No,No
Bangalore,3,651,7766,8539,No,Scarce,6076,7671,4418,149,High,Moderate,6,Yes,Yes
Hyderabad,0,138,49595,5540,No,Sufficient,6080,4156,4557,889,Low,Moderate,2,No,No
Chennai,2,1269,3758,8825,Yes,Scarce,1829,4433,3815,214,Low,Moderate,10,Yes,No
Bangalore,3,346,49819,8726,Yes,Sufficient,1573,1421,609,421,Medium,Poor,2,No,Yes
Pune,3,257,43612,1402,Yes,Scarce,7543,1488,942,521,Medium,Good,2,No,Yes
Bangalore,10,964,38396,3484,No,Scarce,1730,5207,1176,405,Low,Good,7,No,No
Delhi,2,315,49189,4721,Yes,Sufficient,5800,7680,1411,863,Medium,Moderate,2,No,Yes
Surat,10,382,34407,5579,No,Scarce,3640,1240,1326,1000,Medium,Poor,1,No,Yes
Pune,4,1123,40874,1994,Yes,Sufficient,3415,6663,2545,424,Low,Moderate,1,No,Yes
Mumbai,6,1312,22114,3237,Yes,Scarce,3432,7648,1895,259,Low,Good,10,Yes,No
Mumbai,3,1474,30903,2004,Yes,Sufficient,6279,4362,4067,281,Low,Good,3,No,No
Pune,4,555,39450,2433,Yes,Sufficient,2456,5784,1342,356,Medium,Moderate,6,Yes,Yes
Hyderabad,7,1045,19793,1029,Yes,Sufficient,6347,2428,1413,258,High,Moderate,10,Yes,No
Ahmedabad,8,702,23476,7343,Yes,Scarce,2261,3494,1427,820,High,Poor,7,No,No
Mumbai,4,192,16736,5441,Yes,Sufficient,7318,8198,815,182,Medium,Moderate,7,Yes,Yes
Delhi,3,1477,12947,2192,No,Sufficient,7438,6576,3808,683,High,Moderate,2,No,No
Kolkata,8,1240,35105,2864,No,Sufficient,1768,1424,3121,738,High,Moderate,7,Yes,No
Surat,5,1273,39179,3527,No,Sufficient,8853,9852,3260,794,Low,Good,4,Yes,No
Surat,2,1348,49802,7063,No,Scarce,8908,6884,2962,460,High,Poor,7,Yes,No
Kolkata,3,1549,17970,8621,Yes,Sufficient,5757,2573,856,944,Medium,Good,4,No,Yes
Hyderabad,4,1722,23275,5329,No,Scarce,6721,8311,1186,135,High,Moderate,8,Yes,Yes
Delhi,2,1510,48145,1349,No,Sufficient,4966,7199,2807,442,High,Good,8,Yes,No
Mumbai,0,239,34399,9221,No,Scarce,9584,5521,3352,269,Low,Good,10,No,No
Bangalore,6,679,18998,5137,No,Scarce,6963,2838,1148,683,Medium,Poor,2,No,No
Chennai,8,247,31546,1678,Yes,Sufficient,9238,6608,4161,555,Medium,Poor,2,Yes,Yes
Pune,5,976,8912,5384,No,Scarce,9212,9596,1971,694,Medium,Moderate,8,Yes,Yes
Hyderabad,10,875,13048,7251,Yes,Scarce,4803,4730,1736,302,High,Good,10,No,No
Mumbai,5,441,43841,3729,Yes,Scarce,9506,6048,1702,812,High,Good,3,No,No
Hyderabad,1,735,17765,4014,No,Scarce,3409,3768,1731,109,Medium,Poor,9,Yes,No
Kolkata,1,1065,22906,3140,No,Scarce,6833,9896,960,226,High,Good,5,Yes,No
Delhi,2,1619,22989,2560,Yes,Scarce,5408,9386,1665,127,Medium,Poor,6,No,No
Jaipur,7,321,15551,5305,Yes,Sufficient,3998,3298,637,917,High,Poor,6,Yes,Yes
Hyderabad,8,1493,40743,4384,No,Sufficient,3147,6054,2006,468,Medium,Good,5,Yes,Yes
Delhi,0,737,3488,4574,Yes,Scarce,9650,8946,3541,417,Low,Moderate,6,Yes,No
Delhi,9,1597,21941,4041,Yes,Sufficient,1818,7137,1423,990,Low,Good,9,No,No
Hyderabad,1,1150,41512,3456,No,Scarce,7473,9884,1301,503,High,Good,8,Yes,No
Hyderabad,8,1406,12802,9815,Yes,Scarce,2815,7189,3806,220,Low,Poor,6,No,Yes
Surat,6,1702,37116,9758,No,Scarce,2087,7082,1494,151,Medium,Poor,6,Yes,No
Mumbai,2,801,26684,4298,No,Scarce,1766,4780,2674,150,High,Good,2,No,No
Bangalore,1,514,17182,7237,Yes,Scarce,8276,8594,2566,660,High,Good,4,No,Yes
Mumbai,4,1825,31618,8713,Yes,Sufficient,2176,3468,2687,694,High,Poor,8,No,No
Delhi,10,173,16981,7935,No,Sufficient,6904,8887,4359,779,Low,Good,7,Yes,No
Mumbai,2,641,15677,1914,No,Sufficient,3943,3719,4624,297,Low,Good,5,Yes,No
Kolkata,10,1744,44498,5330,No,Sufficient,7730,6632,4798,893,Low,Good,6,No,Yes
Delhi,7,1691,19952,2251,Yes,Scarce,9801,5169,974,395,Medium,Moderate,3,No,No
Surat,1,587,5924,3572,Yes,Sufficient,6281,1202,2892,385,Medium,Poor,5,No,No
Chennai,1,953,29949,4110,Yes,Sufficient,7683,9167,1610,278,Medium,Moderate,1,Yes,No
Hyderabad,3,1888,48908,7712,No,Scarce,4586,5137,2743,704,High,Good,6,Yes,Yes
Bangalore,2,1901,9445,3583,Yes,Sufficient,7116,9480,4297,876,Medium,Moderate,6,No,Yes
Jaipur,4,1966,9394,1252,Yes,Sufficient,5387,6403,3938,341,High,Good,10,Yes,Yes
Ahmedabad,2,386,8673,9272,No,Scarce,1993,2712,4103,307,High,Moderate,2,No,Yes
Mumbai,2,1111,39207,6483,No,Scarce,9546,4639,2054,641,High,Poor,10,No,Yes
Jaipur,5,822,1924,4799,Yes,Sufficient,3305,5548,3918,344,Low,Poor,6,No,No
Ahmedabad,2,560,24247,7122,No,Scarce,1010,2269,2475,510,High,Poor,3,Yes,Yes
Chennai,9,898,46349,6593,No,Scarce,3387,7362,3615,927,Medium,Moderate,6,No,No
Delhi,10,1592,19486,2739,Yes,Sufficient,3509,9320,1985,688,Low,Good,10,Yes,Yes
Mumbai,7,163,19183,1302,No,Sufficient,6402,4226,3373,592,High,Poor,3,No,Yes
Hyderabad,3,1966,49554,9840,Yes,Sufficient,6335,1542,1062,214,Low,Poor,4,No,Yes
Hyderabad,9,756,27751,3829,Yes,Sufficient,1660,2981,3490,838,Medium,Good,8,Yes,No
Hyderabad,6,1475,24355,5336,No,Scarce,9615,2790,1097,565,High,Moderate,2,Yes,No
Kolkata,2,945,42859,8063,No,Scarce,6242,3329,4993,222,Medium,Good,1,Yes,No
Surat,3,1678,7013,9282,Yes,Sufficient,2304,5572,4679,209,High,Good,6,No,Yes
Ahmedabad,0,615,41382,9091,No,Sufficient,7304,4792,2327,544,High,Good,5,Yes,Yes
Hyderabad,3,444,46164,6072,No,Scarce,8549,1722,1952,249,Low,Good,10,No,Yes
Delhi,9,743,13993,9650,Yes,Scarce,1831,6073,4921,219,High,Moderate,1,Yes,Yes
Mumbai,2,1222,36422,3414,Yes,Scarce,3210,7988,3373,583,Low,Poor,2,Yes,No
Mumbai,8,265,42081,6420,No,Sufficient,6812,2508,3481,499,Medium,Moderate,1,No,Yes
Bangalore,5,664,22609,5697,No,Sufficient,8477,2249,2013,525,High,Good,5,No,Yes
Ahmedabad,5,1819,49388,1698,No,Scarce,5697,6662,2888,325,High,Moderate,10,No,Yes
Surat,7,1760,31287,8450,No,Scarce,1014,5753,4695,275,High,Good,7,No,No
Mumbai,10,744,13072,1833,Yes,Sufficient,4691,8331,4133,247,Medium,Poor,7,Yes,No
Chennai,10,1057,48014,2228,Yes,Sufficient,4837,3905,632,211,Low,Poor,3,Yes,Yes
Ahmedabad,0,471,35239,7791,Yes,Scarce,6234,2688,3522,720,Medium,Poor,9,No,Yes
Delhi,8,510,40453,4911,Yes,Sufficient,4398,4158,3787,190,Low,Poor,3,Yes,No
Chennai,6,653,37455,7367,Yes,Sufficient,2244,7161,3312,515,High,Good,7,No,Yes
Surat,9,546,36745,1376,Yes,Scarce,4092,3783,2280,136,Low,Poor,1,Yes,No
Surat,1,866,11987,4443,Yes,Sufficient,3472,5973,2609,816,Medium,Good,10,No,Yes
Jaipur,5,746,41721,2752,Yes,Sufficient,7723,2463,3642,758,High,Good,10,Yes,No
Surat,0,955,35925,1615,Yes,Sufficient,1113,7822,3491,494,High,Moderate,3,Yes,Yes
Pune,4,592,8125,5259,No,Scarce,6701,9384,1942,967,Medium,Moderate,1,Yes,Yes
Ahmedabad,3,1951,29205,1305,Yes,Scarce,6450,8477,3816,462,High,Good,6,Yes,Yes
Surat,5,949,29872,1000,No,Scarce,4925,8782,4535,285,High,Good,8,No,No
Ahmedabad,5,299,38447,8737,No,Sufficient,2558,8745,3298,688,Medium,Moderate,10,No,No
Hyderabad,2,860,43371,6153,No,Sufficient,1441,8904,667,523,Medium,Moderate,2,No,Yes
Bangalore,5,453,42170,1808,No,Scarce,7722,2890,2812,106,Low,Moderate,9,Yes,Yes
Chennai,1,747,5403,8540,Yes,Scarce,2210,2363,2562,623,Low,Poor,3,Yes,No
Bangalore,7,1085,14176,7407,Yes,Scarce,9089,3296,3780,392,Low,Poor,2,Yes,Yes
Bangalore,7,627,22913,7886,Yes,Scarce,4043,8279,2898,270,High,Good,1,No,No
Bangalore,4,1657,46534,7985,No,Scarce,5779,2704,2997,640,High,Moderate,8,No,No
Pune,6,1913,47922,8791,Yes,Sufficient,2096,2173,3337,619,High,Moderate,10,No,No
Kolkata,5,278,25085,8818,No,Sufficient,3723,6632,1990,612,Low,Poor,9,No,Yes
Jaipur,3,687,49461,6455,No,Sufficient,3633,3671,1636,137,Medium,Moderate,1,No,No
Bangalore,6,443,47419,3952,Yes,Sufficient,4773,6648,1648,555,High,Moderate,2,Yes,No
Pune,4,545,45833,1582,No,Sufficient,1567,6400,4081,111,Medium,Poor,6,Yes,Yes
Jaipur,3,1957,41324,3153,No,Scarce,2258,3125,616,882,Medium,Good,5,No,No
Pune,4,1203,40984,3713,No,Scarce,8347,8062,678,694,Medium,Moderate,7,Yes,No
Bangalore,1,1250,17363,1479,Yes,Scarce,3616,7909,2613,486,High,Poor,9,Yes,Yes
Kolkata,2,866,34265,1646,No,Scarce,9358,9712,4879,529,Low,Poor,6,Yes,Yes
Ahmedabad,4,828,47639,3658,No,Sufficient,9752,1047,1660,707,High,Moderate,9,No,No
Kolkata,5,1634,38374,7213,No,Scarce,3345,2927,4985,905,High,Moderate,6,Yes,Yes
Delhi,7,1354,11213,9321,Yes,Sufficient,4081,5429,3730,343,Medium,Moderate,7,Yes,Yes
Pune,4,1407,21579,9038,No,Sufficient,9871,7613,1018,983,High,Poor,7,Yes,Yes
Pune,8,355,41782,9580,No,Sufficient,3142,5999,1457,749,Medium,Poor,5,No,Yes
Ahmedabad,7,820,45619,6420,Yes,Sufficient,2437,4367,3142,758,Medium,Moderate,10,No,No
Surat,1,1544,11093,2563,No,Sufficient,8439,4350,3883,886,High,Good,7,No,No
Chennai,2,965,34147,7849,No,Scarce,2353,7116,824,499,High,Good,3,No,Yes
Bangalore,6,894,44936,9233,No,Scarce,9921,4099,3122,485,High,Good,3,Yes,Yes
Mumbai,7,1848,48431,8595,No,Scarce,3872,6262,4800,182,Low,Good,5,Yes,No
Pune,8,1900,25518,6956,No,Scarce,7222,9777,2005,272,Low,Poor,3,No,No
Jaipur,1,1662,25254,8160,No,Scarce,7750,6423,4800,838,Medium,Moderate,9,No,No
Mumbai,3,448,14646,7750,Yes,Scarce,4713,5271,4532,738,Medium,Poor,3,No,Yes
Kolkata,1,1331,46295,3184,No,Sufficient,1729,8502,2507,655,High,Poor,3,No,Yes
Hyderabad,7,1277,22436,5819,No,Sufficient,6727,7596,4858,824,High,Moderate,8,No,No
Mumbai,0,1850,9030,7413,Yes,Scarce,6953,3435,4275,771,Low,Poor,10,No,Yes
Hyderabad,6,253,44725,5450,Yes,Scarce,8265,7107,772,683,High,Good,2,Yes,Yes
Ahmedabad,3,1891,33585,5763,No,Scarce,9282,8845,2613,576,High,Poor,6,No,No
Mumbai,5,414,41318,5995,Yes,Sufficient,7754,9866,3350,719,Medium,Moderate,3,No,Yes
Ahmedabad,6,220,21416,6141,Yes,Scarce,4183,7805,2184,386,Medium,Poor,4,Yes,No
Mumbai,9,1495,22592,8279,Yes,Scarce,2522,2601,3873,358,Medium,Poor,10,Yes,Yes
Bangalore,2,525,27755,5117,Yes,Sufficient,8633,2016,3924,150,High,Poor,7,No,No
Hyderabad,5,1606,17607,4430,No,Scarce,1138,5906,2227,195,High,Poor,5,No,Yes
Mumbai,5,632,45088,9218,Yes,Sufficient,7227,8066,2792,422,Low,Poor,7,Yes,Yes
Kolkata,0,314,35343,3597,No,Scarce,3582,6046,531,586,Medium,Good,8,Yes,No
Mumbai,6,1227,28263,2940,Yes,Scarce,7334,8023,797,484,Low,Moderate,3,No,Yes
Chennai,0,779,26202,2522,Yes,Scarce,5430,6525,3020,533,Low,Good,1,No,No
Delhi,2,391,36671,3818,Yes,Sufficient,4589,4777,3228,612,Low,Poor,10,No,Yes
Ahmedabad,3,887,12436,2403,No,Scarce,4058,5138,2918,562,Low,Moderate,5,Yes,No
Jaipur,0,312,1949,5203,No,Scarce,8659,6810,1162,202,Low,Good,8,Yes,No
Delhi,1,1528,41449,9336,No,Sufficient,3115,3169,3731,525,Medium,Good,5,No,No
Pune,0,1943,25406,4447,No,Sufficient,1838,3688,2104,373,Medium,Moderate,10,Yes,Yes
Bangalore,8,1177,49522,4115,Yes,Scarce,6554,3316,3585,141,Medium,Poor,5,No,Yes
Hyderabad,2,1951,44840,8317,No,Sufficient,6064,9491,1580,832,High,Moderate,1,No,No
Kolkata,9,1000,3243,1793,No,Scarce,3546,5489,2663,629,Low,Good,9,No,Yes
Surat,8,1245,45829,6803,Yes,Sufficient,7377,3008,4043,498,High,Good,9,Yes,Yes
Jaipur,9,768,47320,8069,No,Sufficient,5387,8961,601,102,Low,Good,2,No,No
Chennai,10,1539,37739,6994,No,Sufficient,1255,6386,3446,246,Medium,Good,2,No,No
Ahmedabad,1,296,6869,6839,Yes,Sufficient,1798,3870,741,817,High,Poor,1,No,No
Chennai,10,1526,1868,9875,Yes,Scarce,9970,7630,2519,559,High,Moderate,9,Yes,Yes
Chennai,0,1514,6730,9274,No,Sufficient,7554,4469,1550,826,High,Moderate,9,Yes,Yes
Bangalore,1,1571,5640,5488,Yes,Sufficient,9121,9100,3008,755,Low,Poor,7,Yes,No
Bangalore,10,584,45683,5349,Yes,Sufficient,5367,7157,2373,471,High,Poor,8,Yes,No
Ahmedabad,1,257,2541,5086,No,Sufficient,8601,9932,4931,145,Low,Moderate,1,Yes,Yes
